_id,ask,askhigh,asklow,balance,bank,basis,bid,bidhigh,bidlow,category,chart_mode,company,currency_base,currency_margin,currency_profit,custom,description,digits,equity,exchange,expiration_mode,expiration_time,filling_mode,formula,isin,last,lasthigh,lastlow,login,margin_hedged,margin_hedged_use_leg,margin_initial,margin_maintenance,name,option_mode,option_right,option_strike,order_gtc_mode,order_mode,page,path,point,price_change,price_greeks_delta,price_greeks_gamma,price_greeks_omega,price_greeks_rho,price_greeks_theta,price_greeks_vega,price_sensitivity,price_theoretical,price_volatility,select,server,session_aw,session_buy_orders,session_buy_orders_volume,session_close,session_deals,session_interest,session_open,session_price_limit_max,session_price_limit_min,session_price_settlement,session_sell_orders,session_sell_orders_volume,session_turnover,session_volume,spread,spread_float,start_time,swap_long,swap_mode,swap_rollover3days,swap_short,ticks_bookdepth,time,trade_accrued_interest,trade_calc_mode,trade_contract_size,trade_exemode,trade_face_value,trade_freeze_level,trade_liquidity_rate,trade_mode,trade_stops_level,trade_tick_size,trade_tick_value,trade_tick_value_loss,trade_tick_value_profit,visible,volume,volume_limit,volume_max,volume_min,volume_real,volume_step,volumehigh,volumehigh_real,volumelow,volumelow_real
6423c42c753799a1b8e5b13b,,,,3000,,,,,,,,Deriv Limited,,,,,,,2999.05,,,,,,,,,,22014542,,,,,Test Account,,,,,,,,,,,,,,,,,,,,Deriv-Demo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6423c52145b74e4b746c32d6,0,0,0,,,,0,0,0,,0,,AUD,AUD,CAD,false,Australian Dollar vs Canadian Dollar,5,,,15,0,1,,,0,0,0,,0,false,0,0,AUDCAD,0,0,0,0,63,,Forex Minor\AUDCAD,0.00001,0,0,0,0,0,0,0,0,0,0,false,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,true,0,-5,1,3,0.1,0,0,0,0,100000,2,0,3,0,4,20,0.00001,0.735180597113681,0.7352562735741544,0.735180597113681,false,0,15,10,0.01,0,0.01,0,0,0,0
6423c52145b74e4b746c32d7,0,0,0,,,,0,0,0,,0,,AUD,AUD,CHF,false,Australian Dollar vs Swiss Franc,5,,,15,0,1,,,0,0,0,,0,false,0,0,AUDCHF,0,0,0,0,63,http://www.google.com/finance?q=AUDCHF,Forex Minor\AUDCHF,0.00001,0,0,0,0,0,0,0,0,0,0,false,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,true,0,3.4,1,3,-7.4,0,0,0,0,100000,2,0,3,0,4,20,0.00001,1.0859178177395536,1.086023957688507,1.0859178177395536,false,0,15,10,0.01,0,0.01,0,0,0,0
6423c52145b74e4b746c32d8,0,0,0,,,,0,0,0,,0,,AUD,AUD,NZD,false,Australian Dollar vs New Zealand Dollar,5,,,15,0,1,,,0,0,0,,0,false,0,0,AUDNZD,0,0,0,0,63,http://www.google.com/finance?q=AUDNZD,Forex Minor\AUDNZD,0.00001,0,0,0,0,0,0,0,0,0,0,false,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,true,0,-4.55,1,3,0.78,0,0,0,0,100000,2,0,3,0,4,20,0.00001,0.6260400000000002,0.6261300000000001,0.6260400000000002,false,0,15,10,0.01,0,0.01,0,0,0,0
6423c52145b74e4b746c32d9,0,0,0,,,,0,0,0,,0,,AUD,AUD,JPY,false,Australian Dollar vs Japanese Yen,3,,,15,0,1,,,0,0,0,,0,false,0,0,AUDJPY,0,0,0,0,63,http://www.google.com/finance?q=AUDJPY,Forex Major\AUDJPY,0.001,0,0,0,0,0,0,0,0,0,0,false,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,true,0,6.74,1,3,-12.035,0,0,0,0,100000,2,0,3,0,4,20,0.001,0.7592265000417575,0.759295677329709,0.7592265000417575,false,0,15,10,0.01,0,0.01,0,0,0,0
6423c52145b74e4b746c32da,0.67018,0.67136,0.66875,,,,0.67014,0.67133,0.66871,,0,,AUD,AUD,USD,false,Australian Dollar vs US Dollar,5,,,15,0,1,,,0,0,0,,0,false,0,0,AUDUSD,0,0,0,0,63,http://www.google.com/finance?q=AUDUSD,Forex Major\AUDUSD,0.00001,-0.0686,0,0,0,0,0,0,0,0,0,true,,0,0,0,0.67062,0,0,0.67065,0,0,0,0,0,0,0,4,true,0,-4,1,3,1.1,0,1680065824,0,0,100000,2,0,3,0,4,20,0.00001,1,1,1,false,0,15,10,0.01,0,0.01,0,0,0,0
6423c52145b74e4b746c32db,0,0,0,,,,0,0,0,,0,,EUR,EUR,AUD,false,Euro vs Australian Dollar,5,,,15,0,1,,,0,0,0,,0,false,0,0,EURAUD,0,0,0,0,63,http://www.google.com/finance?q=EURAUD,Forex Major\EURAUD,0.00001,0,0,0,0,0,0,0,0,0,0,false,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,true,0,-6.7,1,3,-1,0,0,0,0,100000,2,0,3,0,4,20,0.00001,0.67014,0.6701800000000001,0.67014,false,0,15,10,0.01,0,0.01,0,0,0,0
6423c52145b74e4b746c32dc,0,0,0,,,,0,0,0,,0,,EUR,EUR,CAD,false,Euro vs Canadian Dollar,5,,,15,0,1,,,0,0,0,,0,false,0,0,EURCAD,0,0,0,0,63,http://www.google.com/finance?q=EURCAD,Forex Major\EURCAD,0.00001,0,0,0,0,0,0,0,0,0,0,false,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,true,0,-9.76,1,3,3.97,0,0,0,0,100000,2,0,3,0,4,20,0.00001,0.735180597113681,0.7352562735741544,0.735180597113681,false,0,15,10,0.01,0,0.01,0,0,0,0
6423c52145b74e4b746c32dd,0,0,0,,,,0,0,0,,0,,EUR,EUR,CHF,false,Euro vs Swiss Franc,5,,,15,0,1,,,0,0,0,,0,false,0,0,EURCHF,0,0,0,0,63,http://www.google.com/finance?q=EURCHF,Forex Major\EURCHF,0.00001,0,0,0,0,0,0,0,0,0,0,false,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,true,0,4.1,1,3,-9.7,0,0,0,0,100000,2,0,3,0,4,20,0.00001,1.0859178177395536,1.086023957688507,1.0859178177395536,false,0,15,10,0.01,0,0.01,0,0,0,0
6423c52145b74e4b746c32de,0,0,0,,,,0,0,0,,0,,EUR,EUR,GBP,false,Euro vs Great Britain Pound ,5,,,15,0,1,,,0,0,0,,0,false,0,0,EURGBP,0,0,0,0,63,http://www.google.com/finance?q=EURGBP,Forex Major\EURGBP,0.00001,0,0,0,0,0,0,0,0,0,0,false,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,true,0,-5.2,1,3,1.1,0,0,0,0,100000,2,0,3,0,4,20,0.00001,1.23287,1.2329900000000003,1.23287,false,0,15,10,0.01,0,0.01,0,0,0,0
6423c52145b74e4b746c32df,0,0,0,,,,0,0,0,,0,,EUR,EUR,JPY,false,Euro vs Japanese Yen,3,,,15,0,1,,,0,0,0,,0,false,0,0,EURJPY,0,0,0,0,63,http://www.google.com/finance?q=EURJPY,Forex Major\EURJPY,0.001,0,0,0,0,0,0,0,0,0,0,false,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,true,0,8.5,1,3,-13.55,0,0,0,0,100000,2,0,3,0,4,20,0.001,0.7592265000417575,0.759295677329709,0.7592265000417575,false,0,15,10,0.01,0,0.01,0,0,0,0
6423c52145b74e4b746c32e0,0,0,0,,,,0,0,0,,0,,CAD,CAD,CHF,false,Canadian Dollar vs Swiss Franc,5,,,15,0,1,,,0,0,0,,0,false,0,0,CADCHF,0,0,0,0,63,http://www.google.com/finance?q=CADCHF,Forex Minor\CADCHF,0.00001,0,0,0,0,0,0,0,0,0,0,false,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,true,0,3.15,1,3,-8.62,0,0,0,0,100000,2,0,3,0,4,20,0.00001,1.0859178177395536,1.086023957688507,1.0859178177395536,false,0,15,10,0.01,0,0.01,0,0,0,0
6423c52145b74e4b746c32e1,0,0,0,,,,0,0,0,,0,,CAD,CAD,JPY,false,Canadian Dollar vs Japanese Yen,3,,,15,0,1,,,0,0,0,,0,false,0,0,CADJPY,0,0,0,0,63,http://www.google.com/finance?q=CADJPY,Forex Minor\CADJPY,0.001,0,0,0,0,0,0,0,0,0,0,false,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,true,0,9.205,1,3,-16.128,0,0,0,0,100000,2,0,3,0,4,20,0.001,0.7592265000417575,0.759295677329709,0.7592265000417575,false,0,15,10,0.01,0,0.01,0,0,0,0
6423c52145b74e4b746c32e2,0,0,0,,,,0,0,0,,0,,CHF,CHF,JPY,false,Swiss Franc vs Japanese Yen,3,,,15,0,1,,,0,0,0,,0,false,0,0,CHFJPY,0,0,0,0,63,,Forex Minor\CHFJPY,0.001,0,0,0,0,0,0,0,0,0,0,false,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,true,0,-0.416,1,3,-6.367,0,0,0,0,100000,2,0,3,0,4,20,0.001,0.7592265000417575,0.759295677329709,0.7592265000417575,false,0,15,10,0.01,0,0.01,0,0,0,0
6423c52145b74e4b746c32e3,0,0,0,,,,0,0,0,,0,,EUR,EUR,NOK,false,Euro vs Norwegian Krone,5,,,15,0,1,,,0,0,0,,0,false,0,0,EURNOK,0,0,0,0,63,http://www.google.com/finance?q=EURNOK,Forex Minor\EURNOK,0.00001,0,0,0,0,0,0,0,0,0,0,false,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,true,0,-3,1,3,-14,0,0,0,0,100000,2,0,3,0,4,300,0.00001,0.09651941343222069,0.0965523101105717,0.09651941343222069,false,0,15,10,0.01,0,0.01,0,0,0,0
